Seat ID,Demand Partner,Deal ID,Private Deal,Bid Requests,Bid Responses,Imps,Revenue,Bid eCPM,Bidfloor,Win Rate
16,Google DV360,VDMY_265372460,Yes,667740,0,0,$ 0.00,$ 0.00,$ 6.31,0.00 %
16,Google DV360,VDMY_PR_43199,Yes,664020,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
16,Google DV360,VDMY_OM_62186,Yes,639840,0,29,$ 0.13,$ 0.00,$ 4.50,0.00 %
16,Google DV360,VDMY_263762835,Yes,608220,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_328289197,Yes,587760,0,0,$ 0.00,$ 0.00,$ 10.62,0.00 %
16,Google DV360,VDMY_290649407,Yes,552420,3720,2927,$ 14.34,$ 6.24,$ 4.90,0.53 %
16,Google DV360,VDMY_261797294,Yes,552420,0,0,$ 0.00,$ 0.00,$ 4.80,0.00 %
16,Google DV360,VDMY_353020367,Yes,544980,65100,33714,$ 202.28,$ 7.76,$ 6.00,6.19 %
16,Google DV360,VDMY_CR_50291,Yes,515220,11160,7379,$ 44.27,$ 8.00,$ 6.00,1.43 %
16,Google DV360,VDMY_IP_10007,Yes,507780,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_OM_54903,Yes,494760,0,28,$ 0.11,$ 0.00,$ 4.00,0.01 %
16,Google DV360,VDMY_IP_28902,Yes,489180,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_303250473,Yes,459420,39060,23189,$ 92.76,$ 4.00,$ 4.00,5.05 %
80,MediaMath,VDMY_LA_19386,Yes,457560,0,0,$ 0.00,$ 0.00,$ 6.00,0.00 %
80,MediaMath,VDMY_266369722,Yes,444540,7440,1321,$ 4.62,$ 4.25,$ 3.50,0.30 %
16,Google DV360,VDMY_CD_60388,Yes,429660,0,0,$ 0.00,$ 0.00,$ 3.47,0.00 %
16,Google DV360,VDMY_HV_10555,Yes,412920,0,0,$ 0.00,$ 0.00,$ 6.00,0.00 %
16,Google DV360,VDMY_278978294,Yes,398040,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
16,Google DV360,VDMY_XA_31777,Yes,375720,0,0,$ 0.00,$ 0.00,$ 4.61,0.00 %
16,Google DV360,VDMY_273988105,Yes,366420,9300,3325,$ 16.62,$ 5.15,$ 5.00,0.91 %
80,MediaMath,VDMY_IS_18925,Yes,345960,0,0,$ 0.00,$ 0.00,$ 5.70,0.00 %
16,Google DV360,VDMY_273656314,Yes,340380,0,0,$ 0.00,$ 0.00,$ 4.50,0.00 %
16,Google DV360,VDMY_BM_48248,Yes,336660,0,1,$ 0.01,$ 0.00,$ 8.64,0.00 %
80,MediaMath,VDMY_CD_98734,Yes,323640,0,0,$ 0.00,$ 0.00,$ 3.00,0.00 %
16,Google DV360,VDMY_PR_92383,Yes,308760,1860,2037,$ 10.19,$ 5.15,$ 5.00,0.66 %
16,Google DV360,VDMY_HV_10302,Yes,303180,0,0,$ 0.00,$ 0.00,$ 6.00,0.00 %
16,Google DV360,VDMY_322022023,Yes,303180,5580,6288,$ 33.96,$ 5.77,$ 5.40,2.07 %
16,Google DV360,VDMY_XA_20977,Yes,284580,0,0,$ 0.00,$ 0.00,$ 4.18,0.00 %
16,Google DV360,VDMY_316828785,Yes,282720,165540,119215,$ 2503.51,$ 39.79,$ 21.00,42.17 %
16,Google DV360,VDMY_298988715,Yes,277140,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_HV_50898,Yes,273420,0,0,$ 0.00,$ 0.00,$ 6.00,0.00 %
16,Google DV360,VDMY_264796581,Yes,197160,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
80,MediaMath,VDMY_CD_29302,Yes,184140,29760,25117,$ 100.47,$ 4.00,$ 4.00,13.64 %
80,MediaMath,VDMY_285296427,Yes,171120,0,0,$ 0.00,$ 0.00,$ 6.50,0.00 %
16,Google DV360,VDMY_316712861,Yes,167400,111600,65965,$ 1253.34,$ 38.98,$ 19.00,39.41 %
16,Google DV360,VDMY_IP_33111,Yes,165540,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_274548786,Yes,132060,0,0,$ 0.00,$ 0.00,$ 4.20,0.00 %
16,Google DV360,VDMY_282965305,Yes,102300,24180,13664,$ 54.66,$ 4.00,$ 4.00,13.36 %
16,Google DV360,VDMY_IP_90435,Yes,91140,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_PR_20966,Yes,89280,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
16,Google DV360,VDMY_273223167,Yes,83700,0,0,$ 0.00,$ 0.00,$ 6.30,0.00 %
16,Google DV360,VDMY_261636572,Yes,81840,0,0,$ 0.00,$ 0.00,$ 4.80,0.00 %
80,MediaMath,VDMY_OM_56879,Yes,74400,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
16,Google DV360,VDMY_275035771,Yes,66960,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_298575869,Yes,65100,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_277368436,Yes,65100,0,0,$ 0.00,$ 0.00,$ 6.10,0.00 %
16,Google DV360,VDMY_263895789,Yes,65100,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
74,Verizon Media DSP,VDMY_AP_14233,Yes,53940,0,0,$ 0.00,$ 0.00,$ 4.37,0.00 %
16,Google DV360,VDMY_279054164,Yes,53940,13020,4142,$ 20.71,$ 5.15,$ 5.00,7.68 %
16,Google DV360,VDMY_PU_90001,Yes,44640,1860,1405,$ 7.03,$ 5.00,$ 5.00,3.15 %
16,Google DV360,VDMY_263671337,Yes,44640,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
80,MediaMath,VDMY_IS_43349,Yes,42780,0,0,$ 0.00,$ 0.00,$ 6.50,0.00 %
16,Google DV360,VDMY_298435986,Yes,40920,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
80,MediaMath,VDMY_IS_47622,Yes,37200,0,0,$ 0.00,$ 0.00,$ 6.50,0.00 %
16,Google DV360,VDMY_360010062,Yes,29760,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
16,Google DV360,VDMY_XA_98125,Yes,26040,0,0,$ 0.00,$ 0.00,$ 3.00,0.00 %
16,Google DV360,VDMY_266730026,Yes,22320,9300,2857,$ 14.29,$ 10.00,$ 5.00,12.80 %
80,MediaMath,VDMY_IP_64042,Yes,20460,0,0,$ 0.00,$ 0.00,$ 6.50,0.00 %
80,MediaMath,VDMY_264975775,Yes,20460,0,0,$ 0.00,$ 0.00,$ 6.50,0.00 %
80,MediaMath,VDMY_264813038,Yes,11160,0,0,$ 0.00,$ 0.00,$ 6.50,0.00 %
80,MediaMath,VDMY_277477931,Yes,0,0,0,$ 0.00,$ 0.00,$ 0.00,0.00 %
80,MediaMath,VDMY_265772768,Yes,0,0,0,$ 0.00,$ 0.00,$ 0.00,0.00 %
74,Verizon Media DSP,VDMY_OM_47335,Yes,0,0,0,$ 0.00,$ 0.00,$ 0.00,0.00 %
74,Verizon Media DSP,VDMY_284055647,Yes,0,0,0,$ 0.00,$ 0.00,$ 0.00,0.00 %
