Time,Campaign Name,Requests,Impressions,25% Views,50% Views,75% Views,Complete Views,Viewable Impressions,Clicks,Revenue,Rebate Cost,Net Revenue
9/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,2.518,284,328,275,237,207,251,7,"6,83","1,51","5,32"
9/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,2.518,327,365,309,264,233,285,5,"7,69","1,69",6
9/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,2.518,332,337,304,273,245,287,4,"8,09","1,8","6,28"
10/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,2.445,306,344,283,253,216,265,6,"7,13","1,57","5,56"
10/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,2.446,310,348,297,257,221,272,4,"7,29","1,59","5,7"
10/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,2.445,321,335,295,260,230,287,3,"7,59","1,66","5,93"
10/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,2.445,398,376,342,308,283,352,2,"9,34","2,05","7,29"
11/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,2.455,365,377,332,293,268,317,3,"8,84","1,92","6,92"
11/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,2.455,302,341,290,248,218,270,4,"7,19","1,6","5,59"
11/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,2.455,301,325,282,243,215,256,2,"7,09","1,54","5,55"
11/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,2.455,366,361,317,283,258,321,7,"8,51","1,83","6,68"
12/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,2.425,348,364,306,274,252,304,5,"8,32","1,79","6,53"
12/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,2.425,307,332,292,251,220,271,7,"7,26","1,58","5,68"
12/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,2.425,316,327,287,255,225,277,9,"7,42","1,63","5,79"
12/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,2.425,349,347,306,275,253,306,3,"8,35","1,83","6,52"
13/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,2.458,314,341,290,264,227,268,6,"7,49","1,65","5,84"
13/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,2.458,322,358,311,256,232,274,6,"7,66","1,69","5,97"
13/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,2.458,336,348,299,269,236,286,7,"7,79","1,71","6,08"
13/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,2.458,358,368,326,293,255,310,0,"8,41","1,82","6,59"
14/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,2.539,328,356,298,262,236,281,1,"7,79","1,68","6,11"
14/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,2.539,349,369,321,277,246,313,6,"8,12","1,78","6,34"
14/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,2.539,299,323,288,249,220,259,6,"7,26","1,58","5,68"
14/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,2.539,353,359,317,284,253,317,5,"8,35","1,83","6,52"
15/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,2.515,334,331,289,262,238,293,4,"7,85","1,71","6,14"
15/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_AppMiClaro_26.924_31Dic,2.515,295,333,279,244,217,263,2,"7,16","1,56","5,6"
15/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_Club_26.924_31Dic,2.515,296,309,264,239,214,258,3,"7,06","1,55","5,51"
15/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_PagoVirtual_26.924_31Dic,2.515,385,379,336,304,275,331,7,"9,07","2,01","7,06"
16/12/2021,AMU_Adbid_CO_all_CPV_USD:0.033_COP:130_GeoIP:CO_vtr:_va:_Claro_2x1Pre_26.924_31Dic,2.344,354,376,324,287,258,313,5,"8,51","1,83","6,68"
