Time,Campaign Name,Requests,Impressions,25% Views,50% Views,75% Views,Complete Views,Viewable Impressions,Clicks,Revenue,Rebate Cost,Net Revenue
20/12/2021,YNU_MaruriGrey_EC_all_CPV_USD:0.015_:_GeoIP:EC_vtr:70_va:80_ConsorcioFilmico_Sing2_Intext_39.667_26Dic,7.432,3.885,3.379,3.159,2.971,2.914,3.386,35,"43,71","10,93","32,78"
21/12/2021,YNU_MaruriGrey_EC_all_CPV_USD:0.015_:_GeoIP:EC_vtr:70_va:80_ConsorcioFilmico_Sing2_Intext_39.667_26Dic,7.887,4.476,3.887,3.690,3.411,3.355,3.671,29,"50,32","12,56","37,76"
