Time,Campaign Name,Requests,Impressions,25% Views,50% Views,75% Views,Complete Views,Viewable Impressions,Clicks,Revenue,Rebate Cost,Net Revenue
3/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,56.241,27.426,21.261,18.542,17.415,16.935,22.011,201,"123,42","18,54","104,88"
4/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,46.697,27.230,20.928,18.035,17.044,16.380,22.422,230,"122,54","18,42","104,12"
5/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,43.661,27.079,20.726,18.911,17.838,17.118,22.750,266,"121,86","18,25","103,61"
6/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,48.146,27.313,21.246,19.349,18.391,17.792,22.163,215,"122,91","18,46","104,45"
7/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,46.185,27.240,21.305,19.459,18.513,17.883,22.198,239,"122,58","18,4","104,18"
8/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,45.057,27.312,21.185,19.363,18.317,17.557,22.611,242,"122,9","18,43","104,47"
9/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,45.802,27.290,21.394,19.445,18.490,17.859,21.925,221,"122,8","18,44","104,36"
10/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,47.389,27.229,22.438,21.706,20.814,19.184,21.686,218,"122,53","18,39","104,14"
11/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,71.827,27.194,22.583,21.197,20.353,19.781,23.146,184,"122,37","18,37",104
12/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,70.292,27.315,23.127,21.770,20.954,19.378,23.765,184,"122,92","18,46","104,46"
13/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,61.767,27.336,22.954,21.684,20.951,19.417,23.027,170,"123,01","18,46","104,55"
14/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,68.517,27.371,22.998,21.728,20.065,19.530,22.724,149,"123,17","18,48","104,69"
15/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,61.170,26.797,22.451,21.221,20.521,19.025,22.505,172,"120,59","18,05","102,54"
16/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,59.248,27.316,22.587,21.381,20.800,19.315,22.340,156,"122,92","18,44","104,48"
17/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,39.923,27.342,22.325,21.876,20.058,19.562,21.090,182,"123,04","18,45","104,59"
18/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,42.959,27.221,23.898,22.711,20.005,19.539,23.408,172,"122,49","18,35","104,14"
19/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,43.677,27.374,23.219,23.036,20.369,19.886,23.887,187,"123,18","18,47","104,71"
20/12/2021,DAI_Bullmetrix_AR_All_CPM_USD:4.5_:_GeoIP:AR_vtr:70_va:80_RipioAR_Brandlift_BaseAppV1_833.333_31Dic,43.317,27.324,23.125,22.864,20.182,19.661,23.228,165,"122,96","18,42","104,54"
