Time,Campaign Name,Requests,Impressions,25% Views,50% Views,75% Views,Complete Views,Viewable Impressions,Clicks,Revenue,Rebate Cost,Net Revenue
22/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_PortalShopping_45.486_6Ene,307,142,135,129,125,121,118,2,"3,01",0,"3,01"
23/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_PortalShopping_45.486_6Ene,256,144,135,129,124,120,119,4,"2,99",0,"2,99"
24/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_PortalShopping_45.486_6Ene,264,142,129,124,118,113,117,2,"2,81",0,"2,81"
25/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_PortalShopping_45.486_6Ene,443,140,131,125,119,114,114,4,"2,84",0,"2,84"
26/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_PortalShopping_45.486_6Ene,480,146,136,132,126,120,123,4,"3,01",0,"3,01"
27/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_PortalShopping_45.486_6Ene,505,140,130,123,120,116,116,2,"2,9",0,"2,9"
28/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_PortalShopping_45.486_6Ene,235,139,129,122,117,112,116,1,"2,81",0,"2,81"
29/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_PortalShopping_45.486_6Ene,241,111,102,97,93,89,95,4,"2,23",0,"2,23"
