Time,Campaign Name,Requests,Impressions,25% Views,50% Views,75% Views,Complete Views,Viewable Impressions,Clicks,Revenue,Rebate Cost,Net Revenue
22/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_SanLuisShopping_66.462_6Ene,478,259,243,232,224,217,217,2,"5,43",0,"5,43"
23/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_SanLuisShopping_66.462_6Ene,486,265,249,237,227,219,218,3,"5,46",0,"5,46"
24/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_SanLuisShopping_66.462_6Ene,431,268,249,237,227,218,226,1,"5,45",0,"5,45"
25/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_SanLuisShopping_66.462_6Ene,722,263,246,237,226,219,219,1,"5,47",0,"5,47"
26/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_SanLuisShopping_66.462_6Ene,671,262,247,237,226,217,225,2,"5,43",0,"5,43"
27/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_SanLuisShopping_66.462_6Ene,744,265,248,237,228,217,220,1,"5,43",0,"5,43"
28/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_SanLuisShopping_66.462_6Ene,474,282,262,246,235,225,244,1,"5,63",0,"5,63"
29/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_SanLuisShopping_66.462_6Ene,390,209,196,186,178,170,183,3,"4,25",0,"4,25"
