Time,Campaign Name,Requests,Impressions,25% Views,50% Views,75% Views,Complete Views,Viewable Impressions,Clicks,Revenue,Rebate Cost,Net Revenue
15/1/2022,JEG_UwMediacampagne_NL_All_CPV_USD:0.019_EUR:0.017_GeoIP:NL_vtr:70_va:80_TechniekCollege_Opendag_176.470_22Ene,19.360,10.486,9.142,8.568,8.017,7.485,9.002,81,"142,215",0,0
16/1/2022,JEG_UwMediacampagne_NL_All_CPV_USD:0.019_EUR:0.017_GeoIP:NL_vtr:70_va:80_TechniekCollege_Opendag_176.470_22Ene,27.850,15.711,13.691,12.876,12.003,11.239,13.534,107,"213,541",0,0
17/1/2022,JEG_UwMediacampagne_NL_All_CPV_USD:0.019_EUR:0.017_GeoIP:NL_vtr:70_va:80_TechniekCollege_Opendag_176.470_22Ene,26.780,14.098,12.296,11.538,10.788,10.094,12.131,87,"191,786",0,0
18/1/2022,JEG_UwMediacampagne_NL_All_CPV_USD:0.019_EUR:0.017_GeoIP:NL_vtr:70_va:80_TechniekCollege_Opendag_176.470_22Ene,27.529,15.206,13.277,12.445,11.607,10.842,13.084,133,"205,998",0,0
19/1/2022,JEG_UwMediacampagne_NL_All_CPV_USD:0.019_EUR:0.017_GeoIP:NL_vtr:70_va:80_TechniekCollege_Opendag_176.470_22Ene,33.054,18.027,15.722,14.792,13.800,12.902,15.501,125,"245,138",0,0
20/1/2022,JEG_UwMediacampagne_NL_All_CPV_USD:0.019_EUR:0.017_GeoIP:NL_vtr:70_va:80_TechniekCollege_Opendag_176.470_22Ene,36.071,15.871,13.850,12.971,12.131,11.359,13.630,92,"215,821",0,0
21/1/2022,JEG_UwMediacampagne_NL_All_CPV_USD:0.019_EUR:0.017_GeoIP:NL_vtr:70_va:80_TechniekCollege_Opendag_176.470_22Ene,138.294,63.942,55.719,52.314,48.729,45.627,55.050,110,"866,913",0,0
22/1/2022,JEG_UwMediacampagne_NL_All_CPV_USD:0.019_EUR:0.017_GeoIP:NL_vtr:70_va:80_TechniekCollege_Opendag_176.470_22Ene,156.957,94.914,82.731,77.436,72.363,67.623,81.507,170,"1284,837",0,0
