Time,Campaign Name,Requests,Impressions,25% Views,50% Views,75% Views,Complete Views,Viewable Impressions,Clicks,Revenue,Rebate Cost,Net Revenue
22/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_QuicentroShopping_79.800_6Ene,598,343,318,303,293,279,283,1,"6,97",0,"6,97"
23/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_QuicentroShopping_79.800_6Ene,519,327,306,292,280,270,274,1,"6,76",0,"6,76"
24/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_QuicentroShopping_79.800_6Ene,544,336,314,297,283,272,281,1,"6,79",0,"6,79"
25/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_QuicentroShopping_79.800_6Ene,751,339,315,301,287,276,285,1,"6,91",0,"6,91"
26/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_QuicentroShopping_79.800_6Ene,688,337,316,301,287,276,291,1,"6,89",0,"6,89"
27/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_QuicentroShopping_79.800_6Ene,811,337,311,297,283,272,283,1,"6,8",0,"6,8"
28/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_QuicentroShopping_79.800_6Ene,560,338,314,296,284,272,294,0,"6,81",0,"6,81"
29/12/2021,JOS_DKManagement_EC_All_CPV_USD:0.025_:_GeoIP:EC_vtr:70_va:80_CentrosComerciales_QuicentroShopping_79.800_6Ene,439,254,237,226,216,209,218,1,"5,22",0,"5,22"
